protocol,num_tcp_conn,seq_num,Sprint_throughput_mbps,TMobile_throughput_mbps,Verizon_throughput_mbps
0,8,32,0.586029696590734,0.01273066166343424,0.08069006114259646
0,8,33,0.6188272512439847,0.02958310495544875,0.1274345141504202
0,8,34,0.5189303318051358,0.04290693425527729,0.14470429828198936
0,8,35,0.40981555650686624,0.10602961534137224,0.2274861082710503
0,8,36,0.3858899263196531,0.1668164298563679,0.334661519549552
0,8,37,0.3649805473215071,0.2625158107766254,0.027384226235148808
0,8,38,0.2548654746084614,0.3297528072912275,0.05663767675333995
0,8,39,0.36209081186629927,0.46297072195519584,0.03240258631838027
0,8,40,0.3091792799994947,0.63358077198752,0.012795580993786727
0,8,41,0.34724185854029294,0.7245628320263092,0.03575358864624208
0,8,42,0.2227303342200678,0.7269646646709953,0.12207561347856025
0,8,43,0.24989006053766633,0.7898130287826406,0.0223302607087788
0,8,44,0.31936349607622766,0.7230887406189394,0.04972587640589115
0,8,45,0.21302024592241367,0.7120493928661777,0.05358967436056122
0,8,46,0.2794836478021662,0.7136020111307869,0.025305300041761764
0,8,47,0.3342051768308699,0.6772202722264384,0.03066841951605821
0,8,48,0.2964242347574264,0.666737727323833,0.03394278123346416
0,8,49,0.3684564122488256,0.6086092313854458,0.005357605896472035
0,8,50,0.2789169160881511,0.5932967577367402,0.008340291340095075
0,8,51,0.4411982794885212,0.43848263976726554,0.021138214842070232
0,8,52,0.3814218925384982,0.37020511847541954,0.02650159617464473
0,8,53,0.4121333564359397,0.3536019584281981,0.03067219299900049
0,8,54,0.5155988972509784,0.3221917425583945,0.029773950685615343
0,8,55,0.4254518427957988,0.24294259634033222,0.0
0,8,56,0.5112036104241755,0.16595702630913234,0.035466185083795114
0,8,57,0.5244293062944231,0.10993470149253734,0.008630207136292506
0,8,58,0.5768664769225466,0.07383228630857017,0.013703031526876526
0,8,59,0.5713986799595259,0.14550306377715944,0.021139797307081525
0,8,60,0.6188757555628456,0.22662042892880233,0.03572977155475208
0,8,61,0.5518178001800754,0.19043483149225626,0.02620149513761916
0,8,62,0.4696484270683049,0.23745010821598225,0.03066605790521069
0,8,63,0.4656274654675511,0.20705810636085115,0.036024135634518215
0,8,64,0.43703389218368516,0.22261371461899546,0.039009920708202896
0,8,65,0.4847532418528771,0.2253884180790961,0.035134384259791596
0,8,66,0.49892700079897984,0.16354193017961044,0.05686693070074267
0,8,67,0.5572618323478461,0.10695788360457599,0.06551079757929205
0,8,68,0.5057945620738776,0.019059452033617228,0.08961877964456558
0,8,69,0.4991659243711632,0.14662202757399445,0.12029094789519418
0,8,70,0.4979866417002699,0.16332233605981394,0.16346078193901611
0,8,71,0.4583290283492406,0.08829238342187369,0.22539643741061938
0,8,72,0.5378519360929038,0.22470100064648518,0.24980696013049508
0,8,73,0.3890866207011558,0.2989348806813391,0.10480680514513084
0,8,74,0.4311191645088614,0.3641211316299858,0.07652034854735158
0,8,75,0.5558386167083162,0.38199987000028107,0.012197133209094027
0,8,76,0.5627030979257434,0.3965337507378363,0.023689043302830105
0,8,77,0.5345388185580803,0.4463273322652276,0.037473991092859205
0,8,78,0.4594810189122263,0.46110153680748805,0.07618133920854309
0,8,79,0.4403279512697366,0.48020543469095195,0.0
0,8,80,0.40016198513311296,0.49570544171796393,0.029953925537113308
0,8,81,0.48145023224270617,0.5638919632065661,0.10962042837381665
0,8,82,0.3403915115603435,0.5833008334036035,0.14044116321417613
0,8,83,0.3601704410984515,0.38898603732748693,0.12594214182094451
0,8,84,0.02008284692181939,0.33125439188239597,0.16163232413755393
0,8,85,0.0,0.37975860457599014,0.22241414389134317
0,8,86,0.16048255977747702,0.4205833473873571,0.28732810932340175
0,8,87,0.39729300823355734,0.5011032408578576,0.4564304112581719
0,8,88,0.5584919566245972,0.44837500351350595,0.6844315516994685
0,8,89,0.477644082740109,0.39216892233746525,0.8799827918704557
0,8,90,0.5610268325155429,0.32023963867105154,0.9259160554322758
0,8,91,0.5973823604429157,0.30580246718385473,0.9815425914275492
0,8,92,0.5416935552710287,0.3088131904039127,1.0
0,8,93,0.5792041138350307,0.2019171445034713,0.9997462332502909
0,8,94,0.6203114870352724,0.18179345152767237,0.9806384254440523
0,8,95,0.6784317762272312,0.11814822427410969,0.9208691553066686
0,8,96,0.6810516643055703,0.1413191809315007,0.9955796171261044
0,8,97,0.7188076905746819,0.09901472510329709,0.9958156560572275
0,8,98,0.6014058716369426,0.05904323720381145,0.9328006908676718
0,8,99,0.6186833708406676,0.07770381847823032,0.9514490765353447
0,8,100,0.617732895481538,0.5179880962419542,0.8573850892413468
0,8,101,0.38176511081630926,1.0,0.6933019431983802
0,8,102,0.5773428306681763,0.16526890617533802,0.5357204193192053
0,8,109,0.6002746423182771,5.355900581836581e-05,0.0567240823298192
0,8,110,0.6392766676337462,2.692223908705035e-05,0.044119824674461725
0,8,111,0.7389066053678008,0.0,0.018908482764331793
0,8,112,0.9215666386563895,3.1621553250695677e-06,0.0819346879138504
0,8,113,0.9009917852329835,0.0,0.04411639566981904
0,8,114,1.0,0.0,0.006302599179003654
0,8,115,0.8990992308969352,0.0,0.06302971855024006
0,8,116,0.8417218819165538,0.0,0.056718862522181425
0,8,117,0.720277567641152,0.0,0.05672454215166183
0,8,118,0.8814757608484323,0.0,0.050425434002262945
0,8,119,0.759602258214376,0.0,0.063023482486094
0,8,120,0.8006234052913508,0.0,0.06302403842243141
0,8,121,0.8197718187302635,0.0,0.06303374635113088
0,8,122,0.6998769990218285,0.0,0.050419338921337736
0,8,123,0.7588697016071886,0.0,0.0252090384053217
0,8,124,0.48002757477887664,0.0,0.018909975108834826
0,8,125,0.5407782002000698,0.0,0.03150827081012698
